,Index,filename,title,full-date,start-date,mid-date,end-date,circa,geography,country,url,image_url,artist,cleaned_artist,second_artist,Nickname,Notes,Attributed to,Attributed to.1,Attributed to.2,Copy of/After,In Style of,Workshop of,Circle of,width,height,area
5800,5800,0007956.jpeg,Portrait of a Young Man,1505,,1505,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_IFA_10312706581;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/ifa/ifa_kress_i09-05238_8b_srgb.jpg,"Marziale, Marco, Italian, active 1492-1507, (painter),",Marco Marziale,,,,,,,,,,,169,196,33124
5801,5801,0007957.jpeg,Portrait of a Young Man.,c. 1505.,,1505,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/NGA_REALI_1039652771;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/nga/reali/reali_0511702383_post_cin_as.jpg,"Marziale, Marco, act.1492-1507.",Marco Marziale,,,,,,,,,,,146,196,28616
5802,5802,0007958.jpeg,Portrait of a Young Man,c. 1503,,1503,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310119687;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40070526_8b_srgb.jpg,Raphael,Raphael,,,,,,,,,,,144,196,28224
5803,5803,0007960.jpeg,Portrait of a Young Man,c. 1500,,1500,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMHOUSTONIG_10313877576;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/ahouston/d0001/mfahouston_76094_8b_srgb.jpg,"Attributed to Predis, Giovanni Ambrogio de (Italian, c. 1455-after 1508)",Unsure,,,,Giovanni Ambrogio de Predis,,,,,,,135,196,26460
5804,5804,0007961.jpeg,Portrait of a Young Man,c. 1490,,1490,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039613931;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0053193g_post.jpg,Giovanni Ambrogio de Predis,Giovanni Ambrogio de Predis,,,,,,,,,,,148,196,29008
5805,5805,0007962.jpeg,Portrait of Cristoforo Longoni,1505,,1505,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003285663;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0899/41822003285663.jpg,"Solario, Andrea, ca. 1465-ca. 1520",Andrea Solario,,,,,,,,,,,144,200,28800
5806,5806,0007963.jpeg,Portrait of the Poet Girolamo Casio,c. 1500,,1500,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039614410;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0053126g_post.jpg,Giovanni Antonio Boltraffio; formerly attributed to Francesco Francia,Giovanni Antonio Boltraffio,,,formerly attributed to Francesco Francia,,,,,,,,147,196,28812
5807,5807,0007964.jpeg,Portrait of Evangelista Scappi,c. 1500-03,1500,1501.5,1503,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039488094;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0014798g_post.jpg,Francesco Francia,Francesco Francia,,,,,,,,,,,156,196,30576
5808,5808,0007967.jpeg,Portrait of a Man,c. 1500,,1500,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_10310356536;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/d0001/kress_1792_post.jpg,"Filippo Mazzola, Italian, 1460-1505",Filippo Mazzola,,,,,,,,,,,145,196,28420
5809,5809,0007968.jpeg,Portrait of a Humanist,c. 1500,,1500,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_10310840998;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0108454g_post.jpg,Filippo Mazzola,Filippo Mazzola,,,,,,,,,,,136,196,26656
5810,5810,0007969.jpeg,Portrait of a young man,c. 1500,,1500,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310752310;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40070863_8b_srgb.jpg,Giovanni di Niccolò Mansueti,Giovanni di Niccolò Mansueti,,,,,,,,,,,154,196,30184
5811,5811,0007970.jpeg,Portrait of a Young Man in Red,about 1505,,1505,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AGETTYIG_10313912623;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/getty/content/getty_open_content_00079201_8b_srgb.jpg,"Circle of Raphael (Raffaello Sanzio), Italian, 1483 - 1520",Unsure,,,,,,,,,,Raphael,153,196,29988
5812,5812,0007973.jpeg,Portrait of a Man,c. 1500,,1500,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_10310356723;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/d0001/kress_0370_post.jpg,"Giovanni Mansueti, attributed to, Italian, active 1484-c. 1526",Unsure,,,,Giovanni Mansueti,,,,,,,179,196,35084
5813,5813,0007974.jpeg,Portrait of Bishop Bernardo de' Rossi,1505,,1505,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039488106;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0015855g_post.jpg,Lorenzo Lotto,Lorenzo Lotto,,,,,,,,,,,146,196,28616
5814,5814,0007977.jpeg,Portrait of a Lady,1505-6,1505,1505.5,1506,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003715461;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d6014/41822003715461.jpg,"Lotto, Lorenzo, 1480-1556",Lorenzo Lotto,,,,,,,,,,,152,200,30400
5815,5815,0007978.jpeg,Portrait of Tito Strozzi,c. 1499,,1499,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_10310473838;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0024130g_post.jpg,Baldassare d'Este,Baldassare d'Este,,,,,,,,,,,135,196,26460
5816,5816,0007979.jpeg,Portrait of a Young Woman with a Unicorn,1505-06,1505,1505.5,1506,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039779958;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0131100g_post.jpg,Raphael,Raphael,,,,,,,,,,,156,196,30576
5817,5817,0007980.jpeg,Portrait of a Young Woman (Laura),1506,,1506,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310483810;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40070522_8b_srgb.jpg,Giorgione,Giorgione,,,,,,,,,,,160,196,31360
5818,5818,0007981.jpeg,Portrait of a Woman,1505-1506,1505,1505.5,1506,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310752358;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40081102_8b_srgb.jpg,Lorenzo Lotto,Lorenzo Lotto,,,,,,,,,,,150,196,29400
5819,5819,0007983.jpeg,Bust Portrait of a Lady,c. 1506,,1506,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310499269;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/28690_post_8b.jpg,"Carpaccio, Vittore (Italian, op.1472-m.a.1526) (school of) (attributed to)",Vittore Carpaccio,,,,,,,,,,,149,196,29204
5820,5820,0007984.jpeg,Portrait of a Woman (La Gravida),1507,,1507,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039488872;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0097959g_post.jpg,Raphael,Raphael,,,,,,,,,,,152,196,29792
5821,5821,0007985.jpeg,Portrait of a Man,c. 1502,,1502,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_10310197681;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0114737g_post.jpg,Perugino and Raphael,Perugino,Raphael,,two artists,,,,,,,,135,196,26460
5822,5822,0007986.jpeg,Portrait of Maddalena Strozzi Doni,1505-06,1505,1505.5,1506,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039489027;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0106214g_post.jpg,Raphael,Raphael,,,,,,,,,,,138,196,27048
5823,5823,0007987.jpeg,Portrait of Borso d'Este,after 1470,1470,1470,1504,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039614225;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0007151g_post.jpg,Attributed to Baldassare d'Este,Unsure,,,,Baldassare d'Este,,,,,,,151,196,29596
5824,5824,0007989.jpeg,Portrait of a Man,c. 1460-1507,1460,1483.5,1507,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_1039771319;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/frick_c10650_post_as_8b.jpg,"Rosselli, Cosimo (Italian, 1439-1507)",Cosimo Rosselli,,,,,,,,,,,150,196,29400
5825,5825,0007990.jpeg,Portrait of Agnolo Doni,1505-06,1505,1505.5,1506,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1031314664;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0106217g_post.jpg,Raphael,Raphael,,,,,,,,,,,137,196,26852
5826,5826,0007993.jpeg,Portrait of a Young Woman,1508,,1508,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313974197;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_e11639_8b_srgb.jpg,Girolamo di Benvenuto,Girolamo di Benvenuto,,,,,,,,,,,146,196,28616
5827,5827,0007995.jpeg,Portrait of a Young Woman,ca. 1508,,1508,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_IFA_10312706606;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/ifa/ifa_kress_i09-05487_8b_srgb.jpg,"Benvenuto, Girolamo di, Italian, 1470-1524, (painter ),",Girolamo di Benvenuto,,,,,,,,,,,154,196,30184
5828,5828,0007996.jpeg,Portrait of Battista Fiera,about 1507-8,1507,1507.5,1508,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767855;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng2083_8b_srgb.jpg,"Lorenzo Costa, about 1459/60 - 1535",Lorenzo Costa,,,,,,,,,,,148,196,29008
5829,5829,0007997.jpeg,Portrait of a Young Woman,1508,,1508,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039613659;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0097837g_post.jpg,Ridolfo Ghirlandaio,Ridolfo Ghirlandaio,,,,,,,,,,,147,196,28812
5830,5830,0007998.jpeg,Bust Portrait of a Courtesan,c. 1509,,1509,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_41381771;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/22371642.jpg,"Zorzo da Castelfranco, called Giorgione, Italian, 1477/78-1510",Zorzo da Castelfranco,,Giorgione,,,,,,,,,150,196,29400
5831,5831,0007999.jpeg,Self Portrait,1509,,1509,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039488367;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0067752g_post.jpg,Raphael,Raphael,,,,,,,,,,,147,196,28812
5832,5832,0008000.jpeg,Portrait of Gerolamo (?) Barbarigo,about 1510,,1510,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768172;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1944_8b_srgb.jpg,"Titian, active about 1506; died 1576",Titian,,Tizian Venezia,,,,,,,,,161,196,31556
5833,5833,0008001.jpeg,Portrait of a Gentleman,c. 1505,,1505,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_CHICAGO_1031150259;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/chicago/aic_.e22629_8srgb.jpg,Ridolfo Ghirlandaio,Ridolfo Ghirlandaio,,,,,,,,,,,142,196,27832
5834,5834,0008002.jpeg,Portrait of a Young Lady,about 1500-10,1500,1505,1510,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768033;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng2507_8b_srgb.jpg,"Bartolomeo Veneto, active 1502 - 1546",Bartolomeo Veneto,,,,,,,,,,,154,196,30184
5835,5835,0008003.jpeg,Portrait of a Middle-Aged Man (Portrait of Perugino),c. 1505-06,1505,1505.5,1506,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039488692;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0090115g_post.jpg,Attributed to Raphael; also attributed to Hans Holbein the Younger; attributed to Lorenzo di Credi,Unsure,,,three artists,Raphael,Hans Holbein the Younger,Lorenzo di Credi,,,,,146,196,28616
5836,5836,0008004.jpeg,Portrait of a Man,about 1508-1510,1508,1509,1510,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/13799709;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/13799709.jpg,"Titian (Italian, about 1488-1576)",Titian,,Tizian Venezia,,,,,,,,,166,196,32536
5837,5837,0008005.jpeg,Portrait of a Venetian Gentleman,ca. 1510,,1510,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_IFA_10312706768;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/ifa/ifa_kress_i09-05012_8b_srgb.jpg,"Titian, Italian (Venetian), ca. 1488-1576, (painter),",Titian,,Tizian Venezia,,,,,,,,,170,196,33320
5838,5838,0008009.jpeg,Portrait of a Young Woman as a Wise Virgin,c. 1510,,1510,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_NGA_10312356880;prevRouteTS=1568740103105,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/nga/nga_sc652_8b_srgb.jpg,"Sebastiano del Piombo, Venetian",Sebastiano del Piombo,,,,,,,,,,,167,196,32732
5839,5839,0008013.jpeg,Portrait of a Man,1490/1510,1490,1500,1510,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_30932275;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/11722059.jpg,Giovanni Mansuetti,Giovanni Mansuetti,,,,,,,,,,,171,196,33516
5840,5840,0008014.jpeg,Portrait of a Young Man,c.15th C,1400,1450,1499,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000819647;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0750/41822000819647.jpg,"Ghirlandaio, Ridolfi di, 1483-1561",Ridolfi di Ghirlandaio,,,,,,,,,,,131,200,26200
5841,5841,0008015.jpeg,Portrait of a Man in Armour,about 1510,,1510,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313766607;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng895_8b_srgb.jpg,"Possibly by Francesco Granacci, 1469/70 - 1543",Unsure,,,,,,,,Francesco Granacci,,,144,196,28224
5842,5842,0008016.jpeg,Portrait of a Young Woman as a Wise Virgin,c. 1510,,1510,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313966370;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_sc652_8b_srgb.jpg,Sebastiano del Piombo,Sebastiano del Piombo,,,,,,,,,,,167,196,32732
5843,5843,0008017.jpeg,Portrait of a Venetian Gentleman,1510,,1510,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313953100;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_e10717_8b_srgb.jpg,Giorgione and Titian,Giorgione,Titian,,two artists,,,,,,,,163,196,31948
5844,5844,0008019.jpeg,Portrait of a Woman (The Nun),c.1500 - 1510,1500,1505,1510,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039931949;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0112868g_post.jpg,Giuliano Bugiardini,Giuliano Bugiardini,,,,,,,,,,,153,196,29988
5845,5845,0008020.jpeg,Portrait of a Young Man,1510,,1510,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000567170;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0753/41822000567170.jpg,"Giorgione, 1477-1511",Giorgione,,,,,,,,,,,147,200,29400
5846,5846,0008021.jpeg,Portrait of a Lady,c.1500,,1500,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000478758;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0681/41822000478758.jpg,"Carpaccio, Vittore, 1455?-1525?",Vittore Carpaccio,,,,,,,,,,,161,200,32200
5847,5847,0008022.jpeg,Portrait of a Young Man,after 1500,1500,1500,1524,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039614421;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0053263g_post.jpg,Andrea Solario; formerly attributed to Cesare da Sesto,Andrea Solario,,,formerly attributed to Cesare da Sesto,,,,,,,,145,196,28420
5848,5848,0008023.jpeg,Portrait of an Old Woman,c. 1508,,1508,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039488396;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0068668g_post.jpg,Giorgione,Giorgione,,,,,,,,,,,171,196,33516
5849,5849,0008024.jpeg,Portrait of a Young Man,c. 1505,,1505,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_10310356341;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/d0001/kress_1124_post.jpg,"Marco Marziale, Italian, active c.1492-1507",Marco Marziale,,,,,,,,,,,151,196,29596
5850,5850,0008025.jpeg,Portrait of a Young Woman as Saint Catherine,first decade of the 15th century,1400,1405,1409,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039614649;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0083068g_post.jpg,Andrea Piccinelli,Andrea Piccinelli,,,,,,,,,,,142,196,27832
5851,5851,0008026.jpeg,Portrait of a Young Man,probably about 1510,,1510,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768127;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1121_8b_srgb.jpg,"Vincenzo Catena, active 1506 - 1531",Vincenzo di Biagio Catena,,Vincenzo Catena,,,,,,,,,146,196,28616
5852,5852,0008029.jpeg,Portrait of Pope Julius II,1511,,1511,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313766687;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng27_8b_srgb.jpg,"Raphael, 1483 - 1520",Raphael,,,,,,,,,,,144,196,28224
5853,5853,0008031.jpeg,Portrait of the Venetian Painter Giovanni Bellini (?),1511-1512,1511,1511.5,1512,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKUNSTIG_10313756917;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/asmk/d0001/smk_dep15_8b_srgb.jpg,"Tizian, About 1488 Pieve di Cadore - 1576 Venezia, Italian",Titian,,Tizian Venezia,,,,,,,,,162,196,31752
5854,5854,0008033.jpeg,Portrait of Alberto Pio,1512,,1512,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768032;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng3940_8b_srgb.jpg,"Possibly by Bernardino Loschi, active 1500; died 1540",Unsure,,,,,,,,Bernardino Loschi,,,170,196,33320
5855,5855,0008034.jpeg,Portrait of Tommaso Inghirami,1511-12,1511,1511.5,1512,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039488870;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0097951g_post.jpg,Raphael,Raphael,,,,,,,,,,,134,196,26264
5856,5856,0008039.jpeg,"Portrait of a Jeweler, Possibly Giovanni Pietro Crivelli",about 1509 - 1512,1509,1510.5,1512,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/GETTY_GGMP_1031171859;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/getty/ggmp/gm_00059901_as_8b.jpg,"Lorenzo Lotto (Italian (Venetian), about 1480 - 1556)",Lorenzo Lotto,,,,,,,,,,,162,196,31752
5857,5857,0008041.jpeg,Young Man with an Apple,1511-2,1511,1511.5,1512,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003716402;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d6015/41822003716402.jpg,"Raphael, 1483-1520",Raphael,,,,,,,,,,,146,200,29200
5858,5858,0008042.jpeg,"Portrait of ""La Fornarina""",1512,,1512,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000630317;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0887/41822000630317.jpg,"Sebastiano, del Piombo, 1485-1547",del Piombo Sebastiano,,,,,,,,,,,158,200,31600
5859,5859,0008043.jpeg,Portrait of Pope Julius II,1511,,1511,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039613961;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0091233g_post.jpg,Raphael,Raphael,,,,,,,,,,,143,196,28028
5860,5860,0008047.jpeg,Portrait of Bishop Alessandro Farnese,1512,,1512,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_10310198017;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0123859g_post.jpg,Raphael,Raphael,,,,,,,,,,,129,196,25284
5861,5861,0008048.jpeg,Portrait of a Man,possibly 1512,,1512,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMHOUSTONIG_10313878542;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/ahouston/d0001/mfahouston_16088_8b_srgb.jpg,"Bartolomeo Veneto (Italian, active 1502-1531)",Bartolomeo Veneto,,,,,,,,,,,152,196,29792
5862,5862,0008049.jpeg,Portrait of a Man in Armor.,c.1513.,,1513,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/NGA_REALI_1039652905;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/nga/reali/reali_0511703523_post_as.jpg,"Romanino, Girolamo, 1484/87-1562.",Girolamo Romanino,,,,,,,,,,,168,196,32928
5863,5863,0008050.jpeg,Portrait of a young man in front of a white curtain,c. 1508,,1508,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310751144;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40080170_8b_srgb.jpg,Lorenzo Lotto,Lorenzo Lotto,,,,,,,,,,,165,196,32340
5864,5864,0008052.jpeg,Portrait of a Man in Armor,c. 1513,,1513,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_10312336542;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/d0001/kress_1769_post_as_8b_srgb.jpg,"Girolamo Romanino, Italian, 1485-1560",Girolamo Romanino,,,,,,,,,,,154,196,30184
5865,5865,0008055.jpeg,Portrait of a Knight of Rhodes,1514,,1514,,,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767212;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1035_8b_srgb.jpg,"Franciabigio, about 1484 - 1525",Franciabigio,,,,,,,,,,,148,196,29008
5866,5866,0008056.jpeg,"Portrait of Guidobaldo Ida Montefeltro, Duke of Urbino",c.1503-4,1503,1503.5,1504,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000621852;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0612/41822000621852.jpg,"Raphael, 1483-1520",Raphael,,,,,,,,,,,157,200,31400
5867,5867,0008057.jpeg,Self-Portrait,c.1504,,1504,,yes,Europe,Italy,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000567113;prevRouteTS=1568740117049,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d0753/41822000567113.jpg,"Giorgione, 1477-1511",Giorgione,,,,,,,,,,,163,200,32600
